Emp ID;Name Prefix;First Name;Middle Initial;Last Name;Gender;E Mail;Father's Name;Mother's Name;Mother's Maiden Name;Date of Birth;Time of Birth;Age in Yrs.;Weight in Kgs.;Date of Joining;Quarter of Joining;Half of Joining;Year of Joining;Month of Joining;Month Name of Joining;Short Month;Day of Joining;DOW of Joining;Short DOW;Age in Company (Years);Salary;Last % Hike;SSN;Phone No. ;Province ID;User Name;Password
454287;Drs.;Silvia;H;Ortega;F;silvia.ortega@hotmail.com;Bryan Ortega;Yvette Ortega;Ellis;3/25/1966;6:52:20 AM;51.38;50;04/01/2001;Q2;H1;2001;4;April;Apr;1;Sunday;Sun;16.33;176930;15%;516-49-3077;212-885-1954;64;shortega;mq]3*oceoOdU
390973;Ms.;Gilda;N;Dillon;F;gilda.dillon@msn.com;Hugo Dillon;Jasmine Dillon;Fox;11/17/1971;9:38:41 AM;45.73;52;1/22/1998;Q1;H1;1998;1;January;Jan;22;Thursday;Thu;19.53;126153;19%;374-37-8017;219-515-3678;90;gndillon;hY3ia[D#mW
570009;Drs.;Mai;R;Jennings;F;mai.jennings@gmail.com;Antony Jennings;Marissa Jennings;Buckley;11/04/1984;3:24:24 AM;32.75;43;02/01/2007;Q1;H1;2007;2;February;Feb;1;Thursday;Thu;10.49;191519;2%;149-23-2798;503-281-5868;69;mrjennings;vBt@r
454506;Drs.;Cecilia;Y;Dawson;F;cecilia.dawson@yahoo.com;Randall Dawson;Minerva Dawson;Ferguson;2/19/1975;12:29:30 AM;42.47;42;6/21/1999;Q2;H1;1999;6;June;Jun;21;Monday;Mon;18.12;166310;25%;324-11-3653;907-303-2939;39;cydawson;R@QI>X+|9F
147313;Mr.;Wilburn;U;Rowe;M;wilburn.rowe@yahoo.com;Johnny Rowe;April Rowe;Barber;12/13/1977;12:47:47 AM;39.65;58;10/31/2015;Q4;H2;2015;10;October;Oct;31;Saturday;Sat;1.74;159272;25%;731-28-6861;207-983-4779;77;wurowe;VsHeG4R4jmq
307771;Mr.;Delbert;I;Cooley;M;delbert.cooley@shell.com;Jerrod Cooley;Miriam Cooley;Skinner;11/27/1976;5:24:23 AM;40.69;65;5/17/2016;Q2;H1;2016;5;May;May;17;Tuesday;Tue;1.2;98383;29%;271-17-0330;209-346-5040;48;dicooley;km-zczR0gT
498653;Dr.;Vincent;P;Case;M;vincent.case@yahoo.com;Guillermo Case;Maura Case;Pate;7/19/1983;7:07:15 PM;34.05;55;10/08/2007;Q4;H2;2007;10;October;Oct;8;Monday;Mon;9.81;77053;13%;082-02-7876;423-599-1914;92;vpcase;LPC?cGJU
964798;Prof.;Orlando;M;Wilkerson;M;orlando.wilkerson@hotmail.com;Omar Wilkerson;Caitlin Wilkerson;Montgomery;04/05/1973;6:17:33 AM;44.34;65;12/20/2009;Q4;H2;2009;12;December;Dec;20;Sunday;Sun;7.61;183026;24%;715-18-7770;405-323-1414;66;omwilkerson;nMayMq#KD
616656;Mr.;Isiah;I;Hubbard;M;isiah.hubbard@hotmail.com;Cliff Hubbard;Jamie Hubbard;Guerra;2/28/1971;7:22:23 AM;46.44;66;04/02/2012;Q2;H1;2012;4;April;Apr;2;Monday;Mon;5.32;169164;1%;366-39-9593;212-290-3156;55;iihubbard;attSqv@tnD&?mH
232425;Mrs.;Jeanine;G;Ratliff;F;jeanine.ratliff@gmail.com;Albert Ratliff;Bertha Ratliff;Mathews;8/14/1967;3:10:14 AM;49.99;43;12/22/2014;Q4;H2;2014;12;December;Dec;22;Monday;Mon;2.6;88590;9%;628-31-5980;252-696-8644;34;jgratliff;v#v4$f{POOvX&i
504422;Prof.;Damien;L;Middleton;M;damien.middleton@bp.com;Hershel Middleton;Eugenia Middleton;Holloway;06/06/1976;4:55:14 PM;41.17;86;07/01/1999;Q3;H2;1999;7;July;Jul;1;Thursday;Thu;18.09;86783;15%;357-08-8311;314-530-2047;11;dlmiddleton;n[f!?Z0d
941632;Mrs.;Fern;Q;Burris;F;fern.burris@aol.com;Ulysses Burris;Mae Burris;Perkins;10/15/1973;12:48:38 AM;43.81;52;11/02/2003;Q4;H2;2003;11;November;Nov;2;Sunday;Sun;13.75;92781;14%;032-92-7904;208-659-3478;63;fqburris;r6$594unV
925954;Mrs.;Katy;G;Glass;F;katy.glass@charter.net;Sal Glass;Esther Glass;Bridges;08/09/1972;10:44:27 PM;45;49;12/13/2006;Q4;H2;2006;12;December;Dec;13;Wednesday;Wed;10.63;183060;21%;113-98-6785;406-947-4781;52;kgglass;Fg
585128;Ms.;Nikki;P;Bean;F;nikki.bean@gmail.com;Terrence Bean;Winifred Bean;Clark;10/14/1989;4:01:19 AM;27.81;54;6/17/2011;Q2;H1;2011;6;June;Jun;17;Friday;Fri;6.12;57409;15%;772-02-4583;240-689-7811;90;npbean;8R~F9nU7
271180;Mr.;Norris;F;Alvarez;M;norris.alvarez@charter.net;Stephan Alvarez;Lauri Alvarez;Edwards;8/29/1985;6:26:33 AM;31.93;65;9/25/2011;Q3;H2;2011;9;September;Sep;25;Sunday;Sun;5.84;188804;27%;001-11-0631;307-378-5213;12;nfalvarez;mkg$eHgX
277858;Mr.;Reinaldo;C;Eaton;M;reinaldo.eaton@gmail.com;Dillon Eaton;Sophia Eaton;Cline;5/20/1981;1:11:13 AM;36.21;54;6/24/2009;Q2;H1;2009;6;June;Jun;24;Wednesday;Wed;8.1;121290;23%;733-26-2810;701-395-3702;42;rceaton;I:8/-F7XXc
118882;Mr.;Eddie;A;Irwin;M;eddie.irwin@hotmail.com;Quinton Irwin;Lee Irwin;Valentine;04/08/1985;2:02:12 PM;32.33;88;8/20/2011;Q3;H2;2011;8;August;Aug;20;Saturday;Sat;5.94;93822;23%;144-23-7230;252-819-9849;82;eairwin;k5CY{V/h0Q|?KJI
957082;Ms.;Denise;J;Swanson;F;denise.swanson@aol.com;Micheal Swanson;Edith Swanson;Travis;05/06/1992;2:32:22 PM;25.24;56;4/29/2017;Q2;H1;2017;4;April;Apr;29;Saturday;Sat;0.25;56255;24%;022-92-5284;217-370-8360;80;djswanson;m}\?gfh$U
191995;Mrs.;Sasha;D;Beard;F;sasha.beard@gmail.com;Guillermo Beard;Jessica Beard;Henderson;06/05/1980;12:20:32 AM;37.17;58;10/02/2004;Q4;H2;2004;10;October;Oct;2;Saturday;Sat;12.83;78867;25%;169-86-7143;236-772-2857;69;sdbeard;lG\/qVrz
294276;Mr.;Josh;X;Tucker;M;josh.tucker@hotmail.com;Lavern Tucker;Imelda Tucker;Herrera;7/28/1991;11:57:46 PM;26.02;67;3/19/2016;Q1;H1;2016;3;March;Mar;19;Saturday;Sat;1.36;191297;23%;422-67-3272;218-540-9156;71;jxtucker;qMU[&J1|Y7
955260;Mr.;Rodger;X;Roach;M;rodger.roach@apple.com;Rodolfo Roach;Kaitlin Roach;Leach;11/25/1968;5:08:50 AM;48.7;83;11/15/1993;Q4;H2;1993;11;November;Nov;15;Monday;Mon;23.72;63217;14%;149-23-8005;209-298-1056;73;rxroach;PlK8>Aq8nTkNS
457714;Mr.;Miles;Y;Mcdaniel;M;miles.mcdaniel@gmail.com;Vito Mcdaniel;Alice Mcdaniel;Briggs;10/29/1963;7:35:15 PM;53.78;81;07/07/2011;Q3;H2;2011;7;July;Jul;7;Thursday;Thu;6.06;129827;24%;139-23-1760;303-213-8612;37;mymcdaniel;VCPKZMO5Qj
327467;Mrs.;Erin;A;French;F;erin.french@hotmail.com;Truman French;Marcia French;Cummings;5/18/1974;12:56:18 AM;43.22;58;08/10/2012;Q3;H2;2012;8;August;Aug;10;Friday;Fri;4.97;112881;15%;384-37-0941;215-665-8924;78;eafrench;0hu:@.+B|3rTO
642418;Hon.;Rosalind;P;Booth;F;rosalind.booth@shaw.ca;Horacio Booth;Mara Booth;Trevino;04/04/1971;4:24:14 PM;46.35;47;01/12/1998;Q1;H1;1998;1;January;Jan;12;Monday;Mon;19.55;165075;26%;196-84-7109;218-930-9410;22;rpbooth;g|{x[PF4N
536053;Mr.;Lenard;Z;Conner;M;lenard.conner@gmail.com;Christoper Conner;Deena Conner;Kramer;06/04/1976;2:27:39 AM;41.18;56;05/09/2017;Q2;H1;2017;5;May;May;9;Tuesday;Tue;0.22;114421;7%;069-02-9465;314-499-3596;29;lzconner;h!JVLg%2rcz\Q
950796;Hon.;Wilson;K;Mcmillan;M;wilson.mcmillan@msn.com;Kim Mcmillan;Rae Mcmillan;Norman;10/17/1990;5:27:32 PM;26.8;90;01/05/2015;Q1;H1;2015;1;January;Jan;5;Monday;Mon;2.56;98600;22%;623-85-7218;302-715-9387;30;wkmcmillan;l#m{3
475176;Mr.;Harley;T;Murphy;M;harley.murphy@yahoo.com;Clay Murphy;Phoebe Murphy;Murray;2/23/1967;7:24:35 AM;50.46;56;10/25/2008;Q4;H2;2008;10;October;Oct;25;Saturday;Sat;8.76;199411;15%;080-02-0896;262-535-9860;85;htmurphy;U9_y1aY>8/T+?
873985;Ms.;Carrie;I;Ramsey;F;carrie.ramsey@gmail.com;Lemuel Ramsey;Bette Ramsey;Kirby;2/20/1995;12:27:51 PM;22.45;41;03/01/2017;Q1;H1;2017;3;March;Mar;1;Wednesday;Wed;0.41;126933;29%;071-02-4170;316-624-6536;52;ciramsey;V16H0jRvs~46Z
706151;Dr.;Esteban;I;Finch;M;esteban.finch@walmart.com;Andre Finch;Deana Finch;Meyer;7/23/1978;4:15:37 PM;39.04;64;05/02/2013;Q2;H1;2013;5;May;May;2;Thursday;Thu;4.24;84511;24%;123-98-0250;209-464-5164;22;eifinch;RN7$$_&B
734991;Mr.;Merle;V;Martin;M;merle.martin@gmail.com;Jess Martin;Aimee Martin;Mann;7/23/1965;9:11:28 AM;52.05;57;05/01/2016;Q2;H1;2016;5;May;May;1;Sunday;Sun;1.24;181338;16%;305-37-9398;423-297-4006;61;mvmartin;Agf<f!!yW>a-Q~
461350;Ms.;Joanna;C;Rodriquez;F;joanna.rodriquez@gmail.com;Lawrence Rodriquez;Pamela Rodriquez;Booth;11/09/1963;6:59:49 PM;53.75;54;10/28/1987;Q4;H2;1987;10;October;Oct;28;Wednesday;Wed;29.77;172175;23%;049-15-6660;205-687-4611;84;jcrodriquez;2?NR&La&KAg
454745;Prof.;Cyrus;M;Gardner;M;cyrus.gardner@gmail.com;Mervin Gardner;Stacy Gardner;Potter;5/13/1992;3:32:16 PM;25.22;80;12/22/2013;Q4;H2;2013;12;December;Dec;22;Sunday;Sun;3.6;65708;3%;518-89-1335;236-207-5102;75;cmgardner;vT6Im:~ZBA?jv
901588;Mrs.;Mariana;N;Mcneil;F;mariana.mcneil@aol.com;Isidro Mcneil;Alana Mcneil;Peters;3/25/1961;5:59:06 AM;56.38;41;2/18/1984;Q1;H1;1984;2;February;Feb;18;Saturday;Sat;33.46;96974;22%;008-94-2276;239-359-5958;65;mnmcneil;NET8kqGxn{
891083;Dr.;Fletcher;Z;Hardin;M;fletcher.hardin@btinternet.com;Thurman Hardin;Annie Hardin;Henry;5/24/1995;8:14:12 PM;22.19;61;09/10/2016;Q3;H2;2016;9;September;Sep;10;Saturday;Sat;0.88;57579;27%;347-08-5571;205-508-8287;62;fzhardin;F8/lL~!j+LqY
654747;Prof.;Edwin;Z;Brock;M;edwin.brock@gmail.com;Aubrey Brock;Brianna Brock;Barker;08/05/1994;5:34:33 PM;22.99;81;10/30/2015;Q4;H2;2015;10;October;Oct;30;Friday;Fri;1.75;42553;19%;233-57-3669;210-948-4620;85;ezbrock;sX!fV$!?
778415;Ms.;Noreen;G;Bray;F;noreen.bray@gmail.com;Angelo Bray;Beverley Bray;George;11/23/1960;6:52:45 PM;56.72;41;3/26/1988;Q1;H1;1988;3;March;Mar;26;Saturday;Sat;29.36;77269;3%;200-84-7513;225-289-2180;26;ngbray;YeJh\aZ0QOA
996768;Mr.;Ollie;E;Woods;M;ollie.woods@aol.com;Willis Woods;Andrea Woods;Cantu;1/26/1984;2:57:46 AM;33.53;54;8/30/2014;Q3;H2;2014;8;August;Aug;30;Saturday;Sat;2.91;114205;3%;454-99-5744;225-575-8670;59;oewoods;m]%F_VV>Doq
295864;Mr.;Cleveland;C;Kirkland;M;cleveland.kirkland@gmail.com;Reid Kirkland;Sharron Kirkland;Grant;4/22/1993;6:18:04 PM;24.28;69;6/22/2016;Q2;H1;2016;6;June;Jun;22;Wednesday;Wed;1.1;50146;22%;482-41-7537;239-219-0554;90;cckirkland;jX&$y!+6UccY
924999;Mr.;Arron;N;Olsen;M;arron.olsen@shaw.ca;Darwin Olsen;Penelope Olsen;Simpson;01/01/1978;5:27:00 PM;39.6;84;7/28/2009;Q3;H2;2009;7;July;Jul;28;Tuesday;Tue;8.01;132077;5%;446-27-8138;216-272-3835;74;anolsen;Y3fpivcq4o>
291663;Mr.;Elijah;A;Garrison;M;elijah.garrison@gmail.com;Cory Garrison;Alisha Garrison;Ballard;01/01/1987;5:56:45 PM;30.59;80;5/20/2014;Q2;H1;2014;5;May;May;20;Tuesday;Tue;3.19;127017;18%;475-55-8648;207-804-7339;39;eagarrison;l*1T./eQH<o
818352;Ms.;Allie;B;Landry;F;allie.landry@ntlworld.com;Steven Landry;Chris Landry;Hancock;01/07/1966;4:19:55 AM;51.59;54;09/05/2006;Q3;H2;2006;9;September;Sep;5;Tuesday;Tue;10.9;170000;18%;183-86-4136;252-527-8497;78;ablandry;sZO7{\Gt<E
636018;Mrs.;Janie;F;Cooke;F;janie.cooke@gmail.com;Marshall Cooke;Carole Cooke;Collins;05/12/1970;7:23:26 AM;47.24;44;8/27/2012;Q3;H2;2012;8;August;Aug;27;Monday;Mon;4.92;107644;19%;515-31-6632;405-828-1625;31;jfcooke;8#vWTYTRY
712045;Hon.;Shelia;V;Conrad;F;shelia.conrad@ibm.com;Royce Conrad;Gale Conrad;Olson;8/15/1974;10:28:59 AM;42.98;55;5/13/2001;Q2;H1;2001;5;May;May;13;Sunday;Sun;16.22;124937;21%;389-33-2066;907-837-8699;59;svconrad;LG+B\$8Z
507999;Ms.;Aida;E;Banks;F;aida.banks@yahoo.com;Margarito Banks;Lourdes Banks;Walsh;11/29/1991;11:14:46 AM;25.68;59;9/23/2013;Q3;H2;2013;9;September;Sep;23;Monday;Mon;3.85;172384;12%;138-25-2714;236-512-2651;68;aebanks;RO#nKM1vdd0r
770255;Hon.;Lora;I;Wheeler;F;lora.wheeler@gmail.com;Dwight Wheeler;Arlene Wheeler;Puckett;09/01/1977;3:10:57 AM;39.93;42;10/31/2012;Q4;H2;2012;10;October;Oct;31;Wednesday;Wed;4.74;162065;11%;436-99-9214;239-457-3136;22;liwheeler;Mo[{R-&rv8WXn
977573;Mr.;Fritz;K;Gross;M;fritz.gross@ibm.com;Mathew Gross;Patrice Gross;Hoover;03/12/1977;5:16:28 AM;40.41;57;2/29/2004;Q1;H1;2004;2;February;Feb;29;Sunday;Sun;13.42;106956;5%;302-15-8717;803-557-4819;35;fkgross;KgeT:~xsa
206695;Mrs.;Natalie;V;Ellison;F;natalie.ellison@bp.com;Wilmer Ellison;Ora Ellison;Barnett;07/06/1972;1:10:56 AM;45.09;47;6/22/2008;Q2;H1;2008;6;June;Jun;22;Sunday;Sun;9.1;80478;22%;396-33-8229;219-248-8159;34;nvellison;6J{TUCK_W\4j2c<
688327;Mr.;Eliseo;A;Berry;M;eliseo.berry@apple.com;Romeo Berry;Lelia Berry;Craig;2/28/1985;3:14:18 AM;32.43;87;08/10/2011;Q3;H2;2011;8;August;Aug;10;Wednesday;Wed;5.97;165331;25%;710-18-4715;218-799-2685;31;eaberry;Srx%6Qt3\c30#
903098;Prof.;Philip;T;Mcbride;M;philip.mcbride@outlook.com;Theodore Mcbride;Elise Mcbride;Wyatt;11/25/1987;3:00:02 PM;29.69;51;5/26/2017;Q2;H1;2017;5;May;May;26;Friday;Fri;0.17;164512;27%;446-27-6024;319-230-2779;85;ptmcbride;tub#GCCK?^CSJY.
557561;Mrs.;Kay;L;Travis;F;kay.travis@yahoo.co.in;Sung Travis;Alyson Travis;Mcconnell;8/14/1967;11:00:24 PM;49.99;46;8/20/1994;Q3;H2;1994;8;August;Aug;20;Saturday;Sat;22.95;195749;13%;544-81-9190;480-454-5959;28;kltravis;6sU.SYRinY|Q?S~
864516;Ms.;Liliana;C;Donovan;F;liliana.donovan@hotmail.com;Josef Donovan;Shawna Donovan;Bowers;9/18/1984;2:28:21 PM;32.88;41;06/08/2007;Q2;H1;2007;6;June;Jun;8;Friday;Fri;10.15;45702;27%;683-24-5188;215-232-3660;76;lcdonovan;w4r}piM*Z:Nu-gN
743727;Ms.;Elise;I;Kidd;F;elise.kidd@hotmail.com;Numbers Kidd;Charlene Kidd;Boyle;2/24/1967;6:38:13 PM;50.46;45;2/24/1989;Q1;H1;1989;2;February;Feb;24;Friday;Fri;28.44;94854;22%;360-08-1688;316-273-4511;75;eikidd;C>sCg95.4f
205865;Ms.;Tabitha;Q;Baird;F;tabitha.baird@cox.net;Emanuel Baird;Katina Baird;Mcfarland;05/03/1961;8:24:09 AM;56.27;47;01/01/2002;Q1;H1;2002;1;January;Jan;1;Tuesday;Tue;15.58;140358;10%;479-41-7888;210-239-0123;90;tqbaird;thw&-Kwa1qR_
909024;Hon.;Barney;S;Guerrero;M;barney.guerrero@gmail.com;Clifton Guerrero;Ilene Guerrero;Nichols;01/02/1974;10:51:55 AM;43.6;83;9/24/2006;Q3;H2;2006;9;September;Sep;24;Sunday;Sun;10.85;54968;1%;501-37-7976;308-689-3365;59;bsguerrero;g-PU.urG2!
808609;Mrs.;Myrtle;O;Riggs;F;myrtle.riggs@shaw.ca;Kevin Riggs;Sadie Riggs;Dillard;10/10/1990;2:23:20 PM;26.82;46;1/16/2017;Q1;H1;2017;1;January;Jan;16;Monday;Mon;0.53;187768;12%;591-99-2283;219-544-9146;72;moriggs;V#?q-}vI+z
804895;Hon.;Frederick;I;Mckay;M;frederick.mckay@gmail.com;Bud Mckay;Letha Mckay;Wynn;08/09/1987;9:50:14 AM;29.99;81;04/09/2013;Q2;H1;2013;4;April;Apr;9;Tuesday;Tue;4.3;69477;6%;766-04-7699;205-269-7700;65;fimckay;y^&u{{qq&/0
564246;Ms.;Debora;T;Hinton;F;debora.hinton@hotmail.com;Jordan Hinton;Janice Hinton;Fry;10/01/1994;4:54:21 AM;22.84;44;9/20/2016;Q3;H2;2016;9;September;Sep;20;Tuesday;Tue;0.85;174027;23%;279-15-1416;215-998-0363;42;dthinton;5<x#t>$fz
208230;Mr.;Merlin;K;Meyers;M;merlin.meyers@gmail.com;Thanh Meyers;Louella Meyers;Dickson;11/14/1970;12:21:50 PM;46.73;54;12/25/2009;Q4;H2;2009;12;December;Dec;25;Friday;Fri;7.59;121345;8%;254-99-4534;304-362-7855;91;mkmeyers;qRl_Py~!s->*8
232387;Drs.;Celia;U;Huffman;F;celia.huffman@rediffmail.com;Ramiro Huffman;Georgina Huffman;Mcknight;3/13/1995;9:06:30 AM;22.39;57;04/08/2016;Q2;H1;2016;4;April;Apr;8;Friday;Fri;1.3;166489;19%;109-98-4636;304-761-1064;79;cuhuffman;OS/>eXHaCO8rV
124923;Ms.;Tina;C;Cabrera;F;tina.cabrera@gmail.com;Marvin Cabrera;Corina Cabrera;Hayes;03/12/1970;3:40:48 PM;47.41;50;06/09/1999;Q2;H1;1999;6;June;Jun;9;Wednesday;Wed;18.15;119758;6%;192-86-8848;314-548-4323;26;tccabrera;d}&LOPS~FCYj
274518;Ms.;Kelsey;J;Brown;F;kelsey.brown@gmail.com;Leslie Brown;Fannie Brown;Porter;10/09/1985;1:14:08 AM;31.82;59;11/29/2009;Q4;H2;2009;11;November;Nov;29;Sunday;Sun;7.67;103848;4%;623-85-1493;212-549-1195;92;kjbrown;geNQ^W0xe*h9
288568;Mr.;Danny;U;Shaw;M;danny.shaw@gmail.com;Freeman Shaw;Kimberley Shaw;Shepard;4/27/1972;1:41:00 PM;45.28;86;8/14/1997;Q3;H2;1997;8;August;Aug;14;Thursday;Thu;19.97;129888;10%;709-18-2854;215-993-2752;59;dushaw;n+}Bs4^7uO
802355;Mrs.;Dena;X;Gomez;F;dena.gomez@aol.com;Bob Gomez;Rosie Gomez;Mcneil;12/30/1968;1:18:03 AM;48.61;54;05/12/1999;Q2;H1;1999;5;May;May;12;Wednesday;Wed;18.22;146837;24%;610-87-8150;216-287-8358;65;dxgomez;xE7/UcQv
648744;Dr.;Edmund;B;Blankenship;M;edmund.blankenship@yahoo.com;Bryce Blankenship;Roslyn Blankenship;Wheeler;11/11/1965;7:23:05 AM;51.75;84;3/22/2017;Q1;H1;2017;3;March;Mar;22;Wednesday;Wed;0.35;40783;20%;491-29-8264;209-494-8948;82;ebblankenship;i:K^t6+V{J~PjY
224106;Dr.;Hershel;Y;Cain;M;hershel.cain@walmart.com;Thad Cain;Lelia Cain;Mccoy;03/08/1964;5:42:18 PM;53.42;57;04/06/1986;Q2;H1;1986;4;April;Apr;6;Sunday;Sun;31.33;154559;30%;280-15-6288;215-857-2813;22;hycain;Su
543320;Mrs.;Lawanda;A;Whitehead;F;lawanda.whitehead@earthlink.net;Rob Whitehead;Millie Whitehead;Dickerson;7/29/1973;4:19:32 AM;44.03;42;02/11/2013;Q1;H1;2013;2;February;Feb;11;Monday;Mon;4.46;96388;6%;575-99-6454;270-931-3875;91;lawhitehead;Kj>&]ok7/9MnPW
838662;Ms.;Sophia;R;Gregory;F;sophia.gregory@sbcglobal.net;Tommie Gregory;Jan Gregory;Hester;02/11/1986;12:39:09 AM;31.48;41;11/03/2012;Q4;H2;2012;11;November;Nov;3;Saturday;Sat;4.73;91439;6%;323-11-4511;205-651-2474;28;srgregory;f4jn.x\>0W
138130;Ms.;Lauren;Q;Mcgee;F;lauren.mcgee@gmail.com;Jayson Mcgee;Vonda Mcgee;Mcintosh;06/12/1977;8:55:14 AM;40.15;45;4/25/2014;Q2;H1;2014;4;April;Apr;25;Friday;Fri;3.26;74674;19%;106-98-1110;225-917-8648;38;lqmcgee;uhB[No}C>}/
516579;Mr.;Guy;Q;Rutledge;M;guy.rutledge@hotmail.com;Nolan Rutledge;Dianne Rutledge;Austin;6/28/1994;6:51:52 PM;23.1;84;02/06/2016;Q1;H1;2016;2;February;Feb;6;Saturday;Sat;1.47;169802;27%;538-71-2253;252-415-7913;77;gqrutledge;v+{i:Uhk+e
939556;Mr.;Kurt;V;Oconnor;M;kurt.oconnor@hotmail.co.uk;Wilfredo Oconnor;Robert Oconnor;Knight;6/20/1970;4:48:08 AM;47.14;90;03/12/2002;Q1;H1;2002;3;March;Mar;12;Tuesday;Tue;15.39;59917;11%;152-23-3388;302-848-9544;25;kvoconnor;vo>-uOu{y8#
495659;Mrs.;Mallory;W;Pearson;F;mallory.pearson@aol.com;Matt Pearson;Glenda Pearson;Pratt;1/22/1970;6:37:33 PM;47.55;50;1/17/1993;Q1;H1;1993;1;January;Jan;17;Sunday;Sun;24.54;53077;13%;393-33-6184;219-806-7357;12;mwpearson;PXp<w[Kf*
630030;Ms.;Louisa;K;Nelson;F;louisa.nelson@aol.com;Adrian Nelson;Jeannette Nelson;Fischer;2/28/1979;11:19:02 PM;38.44;53;9/30/2005;Q3;H2;2005;9;September;Sep;30;Friday;Fri;11.83;193080;1%;222-11-9575;210-952-2993;34;lknelson;h>xq<u<Sy?M?g
874431;Mr.;Diego;J;Huffman;M;diego.huffman@hotmail.com;Cecil Huffman;Amie Huffman;Brown;07/10/1961;1:24:19 AM;56.09;50;03/03/1998;Q1;H1;1998;3;March;Mar;3;Tuesday;Tue;19.42;164626;16%;690-22-9118;262-737-1691;89;djhuffman;z6J}W]o|igz0S
809793;Ms.;Louisa;U;Ellison;F;louisa.ellison@yahoo.co.uk;Gino Ellison;Chelsea Ellison;Bradley;12/05/1978;2:57:52 AM;38.67;58;8/13/2004;Q3;H2;2004;8;August;Aug;13;Friday;Fri;12.96;185330;30%;557-99-1239;209-240-0581;36;luellison;sg?Nqx~SN
942454;Hon.;Josue;V;Cross;M;josue.cross@shell.com;Mitchel Cross;Agnes Cross;Carlson;3/31/1986;7:33:26 PM;31.35;81;3/26/2011;Q1;H1;2011;3;March;Mar;26;Saturday;Sat;6.35;187192;1%;330-11-1417;319-631-9453;85;jvcross;u~LZCD]e~u?3
228229;Mrs.;Ines;H;Dominguez;F;ines.dominguez@sbcglobal.net;Nathaniel Dominguez;Rosalyn Dominguez;Ayers;1/20/1975;1:31:38 AM;42.55;40;1/27/2010;Q1;H1;2010;1;January;Jan;27;Wednesday;Wed;7.5;59681;2%;192-86-7885;239-958-4051;54;ihdominguez;jWnV%mJaa
375190;Mr.;Lance;Y;Garza;M;lance.garza@verizon.net;Pat Garza;Araceli Garza;Watkins;9/22/1979;11:28:08 AM;37.87;54;8/18/2003;Q3;H2;2003;8;August;Aug;18;Monday;Mon;13.95;117985;30%;267-99-4896;228-765-1842;32;lygarza;F>Q<F>f2Og?n_-
532560;Ms.;Belinda;S;Pace;F;belinda.pace@yahoo.com;Landon Pace;Irene Pace;Ball;07/07/1976;12:08:01 PM;41.08;52;07/11/2009;Q3;H2;2009;7;July;Jul;11;Saturday;Sat;8.05;105760;9%;713-18-2119;252-731-0304;27;bspace;v2f+e.o<
210135;Ms.;Gracie;E;Herring;F;gracie.herring@shaw.ca;Reynaldo Herring;Milagros Herring;Knight;8/20/1988;11:56:30 PM;28.96;57;10/20/2013;Q4;H2;2013;10;October;Oct;20;Sunday;Sun;3.77;164379;11%;271-17-9236;262-729-7707;40;geherring;qMGJv37e
228355;Dr.;Benito;A;Knapp;M;benito.knapp@aol.com;Vance Knapp;Alma Knapp;Wade;7/15/1979;11:19:33 PM;38.06;80;2/16/2004;Q1;H1;2004;2;February;Feb;16;Monday;Mon;13.45;152692;20%;584-99-7295;262-320-6394;28;baknapp;qT1jamP2Nfj*gw
965308;Mrs.;Lucinda;Q;Mcgowan;F;lucinda.mcgowan@gmail.com;Joseph Mcgowan;Brittany Mcgowan;Kline;11/15/1983;11:52:24 AM;33.72;55;7/15/2017;Q3;H2;2017;7;July;Jul;15;Saturday;Sat;0.04;125241;0%;591-99-0882;270-665-8559;66;lqmcgowan;5ET:_Bl?[o##m
768500;Ms.;Jami;G;Golden;F;jami.golden@gmail.com;Antonio Golden;Mabel Golden;Shannon;11/21/1960;10:56:19 PM;56.72;60;1/21/1985;Q1;H1;1985;1;January;Jan;21;Monday;Mon;32.54;65123;9%;378-37-7676;304-867-4534;46;jggolden;Cu!SGyXDco
816768;Dr.;David;B;Gutierrez;M;david.gutierrez@gmail.com;Monte Gutierrez;Stefanie Gutierrez;Jarvis;2/19/1995;7:57:22 PM;22.45;90;01/04/2017;Q1;H1;2017;1;January;Jan;4;Wednesday;Wed;0.56;62888;15%;252-99-4453;210-529-3564;31;dbgutierrez;2N\t$raNo<@0
909541;Mr.;Clement;B;Myers;M;clement.myers@earthlink.net;Alfonzo Myers;Katina Myers;Wynn;11/26/1958;5:36:05 AM;58.71;64;6/20/1983;Q2;H1;1983;6;June;Jun;20;Monday;Mon;34.13;47356;6%;152-23-1091;201-948-7092;11;cbmyers;y|MmZ&n/3RY}
529604;Mr.;Shane;S;Porter;M;shane.porter@hotmail.co.uk;Shelby Porter;Christine Porter;Robles;06/07/1982;11:55:58 AM;35.16;81;04/08/2014;Q2;H1;2014;4;April;Apr;8;Tuesday;Tue;3.31;110662;25%;220-89-6649;219-628-4542;24;ssporter;B&!a
140932;Mr.;Clint;U;Gross;M;clint.gross@microsoft.com;Delbert Gross;Laurie Gross;Morales;4/20/1969;8:58:16 PM;48.3;60;5/21/2000;Q2;H1;2000;5;May;May;21;Sunday;Sun;17.2;180618;17%;128-98-4086;206-920-1593;66;cugross;IXe<^9W*$pyMPa|
